0.4778, 0.4603, 0.2070, 0.6862, 0.1037  0.0 1.0 1.0 1.0 0.0 1.0 
0.1111, 0.1751, 0.1351, 0.9321, 0.1173  0.0 1.0 1.0 1.0 0.0 1.0 
0.4222, 0.4035, 0.2797, 0.7015, 0.0551  0.0 1.0 1.0 1.0 1.0 0.0 
0.2667, 0.2884, 0.2283, 0.7739, 0.0626  0.0 1.0 1.0 1.0 1.0 0.0 
0.3889, 0.3947, 0.3199, 0.7302, 0.0420  0.0 1.0 1.0 1.0 1.0 0.0 
0.3222, 0.3134, 0.1759, 0.7030, 0.0859  0.0 1.0 1.0 1.0 1.0 0.0 
0.3000, 0.3059, 0.1706, 0.7429, 0.0721  0.0 1.0 1.0 1.0 1.0 0.0 
0.4889, 0.4585, 0.2022, 0.6232, 0.1045  0.0 1.0 1.0 1.0 1.0 0.0 
0.3222, 0.3147, 0.1463, 0.6708, 0.1238  0.0 1.0 1.0 1.0 1.0 0.0 
0.3222, 0.3045, 0.1824, 0.6955, 0.0891  0.0 1.0 1.0 1.0 1.0 0.0 
0.5000, 0.4593, 0.1699, 0.5592, 0.1513  0.0 1.0 1.0 1.0 1.0 0.0 
0.3222, 0.3612, 0.1078, 0.9490, 0.1606  0.0 1.0 1.0 1.0 1.0 1.0 
0.2889, 0.3031, 0.0926, 0.8454, 0.1449  0.0 1.0 1.0 1.0 1.0 1.0 
0.3111, 0.3306, 0.0863, 0.9037, 0.1687  0.0 1.0 1.0 1.0 1.0 1.0 
0.2667, 0.2880, 0.0919, 0.8926, 0.1847  0.0 1.0 1.0 1.0 1.0 1.0 
0.2778, 0.3011, 0.1017, 0.8581, 0.1527  0.0 1.0 1.0 1.0 1.0 1.0 
0.3111, 0.3628, 0.1019, 1.0000, 0.1353  0.0 1.0 1.0 1.0 1.0 1.0 
0.2667, 0.3173, 0.1138, 0.9160, 0.1196  0.0 1.0 1.0 1.0 1.0 1.0 
0.3222, 0.3673, 0.1201, 0.9529, 0.1575  0.0 1.0 1.0 1.0 1.0 1.0 
0.3222, 0.3637, 0.0969, 0.9122, 0.1579  0.0 1.0 1.0 1.0 1.0 1.0 
0.6222, 0.6201, 0.2171, 0.6696, 0.1352  1.0 0.0 0.0 0.0 0.0 0.0 
0.6333, 0.6131, 0.2734, 0.7104, 0.1169  1.0 0.0 0.0 0.0 0.0 0.0 
0.5889, 0.5659, 0.2904, 0.6722, 0.1510  1.0 0.0 0.0 0.0 0.0 0.0 
0.7111, 0.7081, 0.2150, 0.6182, 0.1893  1.0 0.0 0.0 0.0 0.0 0.0 
0.6111, 0.6001, 0.2168, 0.6175, 0.1695  1.0 0.0 0.0 0.0 0.0 0.0 
0.6778, 0.6659, 0.1937, 0.6043, 0.1679  1.0 0.0 0.0 0.0 0.0 0.0 
0.5444, 0.5560, 0.2021, 0.7019, 0.0999  1.0 0.0 0.0 0.0 0.0 0.0 
0.6667, 0.6837, 0.2301, 0.6901, 0.1379  1.0 0.0 0.0 0.0 0.0 0.0 
0.6667, 0.6524, 0.2910, 0.5244, 0.2297  1.0 0.0 0.0 0.0 0.0 0.0 
0.2111, 0.2213, 0.1481, 0.7538, 0.1029  1.0 0.0 0.0 0.0 0.0 1.0 
0.2111, 0.2289, 0.1799, 0.8411, 0.0886  1.0 0.0 0.0 0.0 0.0 1.0 
0.1778, 0.1954, 0.1658, 0.8392, 0.1164  1.0 0.0 0.0 0.0 0.0 1.0 
0.1889, 0.2220, 0.1718, 0.8630, 0.0851  1.0 0.0 0.0 0.0 0.0 1.0 
0.3778, 0.3763, 0.0860, 0.6880, 0.1202  1.0 0.0 0.0 0.0 0.0 1.0 
0.3778, 0.3738, 0.0958, 0.6632, 0.0982  1.0 0.0 0.0 0.0 0.0 1.0 
0.3889, 0.3824, 0.0846, 0.6940, 0.1181  1.0 0.0 0.0 0.0 0.0 1.0 
0.3778, 0.3865, 0.1232, 0.7074, 0.1071  1.0 0.0 0.0 0.0 0.0 1.0 
0.3889, 0.3895, 0.0732, 0.6652, 0.1340  1.0 0.0 0.0 0.0 0.0 1.0 
0.1222, 0.1408, 0.1223, 0.7126, 0.1142  1.0 0.0 0.0 0.0 1.0 0.0 
0.1222, 0.1389, 0.1155, 0.6974, 0.1197  1.0 0.0 0.0 0.0 1.0 0.0 
0.1333, 0.1447, 0.0956, 0.7510, 0.0959  1.0 0.0 0.0 0.0 1.0 0.0 
0.0667, 0.0997, 0.1752, 0.8044, 0.0602  1.0 0.0 0.0 0.0 1.0 0.0 
0.0111, 0.0203, 0.2210, 0.7898, 0.0485  1.0 0.0 0.0 0.0 1.0 0.0 
0.1222, 0.1436, 0.0805, 0.7956, 0.0784  1.0 0.0 0.0 0.0 1.0 0.0 
0.0000, 0.0000, 0.2397, 0.7973, 0.0386  1.0 0.0 0.0 0.0 1.0 0.0 
0.1444, 0.1669, 0.0856, 0.7639, 0.0834  1.0 0.0 0.0 0.0 1.0 0.0 
0.1333, 0.1546, 0.0945, 0.7396, 0.0996  1.0 0.0 0.0 0.0 1.0 0.0 
0.2778, 0.3516, 0.3863, 0.8632, 0.0702  1.0 0.0 0.0 0.0 1.0 1.0 
0.2889, 0.3277, 0.4897, 0.8027, 0.1016  1.0 0.0 0.0 0.0 1.0 1.0 
0.2556, 0.3332, 0.4443, 0.9061, 0.0313  1.0 0.0 0.0 0.0 1.0 1.0 
0.2889, 0.3390, 0.4167, 0.9008, 0.0431  1.0 0.0 0.0 0.0 1.0 1.0 
0.6000, 0.5778, 0.4034, 0.6788, 0.0729  1.0 0.0 0.0 0.0 1.0 1.0 
0.5667, 0.5712, 0.3361, 0.7255, 0.0695  1.0 0.0 0.0 0.0 1.0 1.0 
0.5333, 0.5221, 0.4467, 0.7063, 0.0667  1.0 0.0 0.0 0.0 1.0 1.0 
0.5444, 0.5532, 0.3662, 0.7506, 0.0559  1.0 0.0 0.0 0.0 1.0 1.0 
0.5889, 0.5811, 0.3990, 0.7004, 0.0727  1.0 0.0 0.0 0.0 1.0 1.0 
0.8556, 0.7989, 0.4453, 0.6104, 0.0994  1.0 0.0 0.0 1.0 0.0 0.0 
0.5889, 0.5468, 0.1241, 0.5439, 0.1769  1.0 0.0 0.0 1.0 0.0 0.0 
0.5889, 0.5464, 0.3215, 0.6293, 0.1068  1.0 0.0 0.0 1.0 0.0 0.0 
0.6111, 0.5819, 0.3550, 0.6603, 0.0812  1.0 0.0 0.0 1.0 0.0 0.0 
0.8556, 0.8140, 0.4024, 0.6029, 0.1085  1.0 0.0 0.0 1.0 0.0 0.0 
0.5556, 0.5184, 0.1509, 0.5590, 0.1608  1.0 0.0 0.0 1.0 0.0 0.0 
0.5778, 0.5426, 0.1069, 0.5389, 0.1734  1.0 0.0 0.0 1.0 0.0 0.0 
0.5889, 0.5438, 0.3350, 0.6440, 0.1061  1.0 0.0 0.0 1.0 0.0 0.0 
0.6444, 0.6099, 0.2096, 0.6475, 0.0971  1.0 0.0 0.0 1.0 0.0 0.0 
0.5111, 0.5069, 0.4341, 0.7808, 0.0370  1.0 0.0 0.0 1.0 0.0 1.0 
0.2556, 0.2901, 0.5271, 0.9384, 0.0392  1.0 0.0 0.0 1.0 0.0 1.0 
0.5222, 0.5188, 0.3735, 0.7733, 0.0425  1.0 0.0 0.0 1.0 0.0 1.0 
0.2444, 0.2683, 0.5394, 0.9400, 0.0332  1.0 0.0 0.0 1.0 0.0 1.0 
0.2778, 0.2961, 0.4974, 0.9222, 0.0381  1.0 0.0 0.0 1.0 0.0 1.0 
0.2778, 0.3032, 0.5049, 0.9021, 0.0353  1.0 0.0 0.0 1.0 0.0 1.0 
0.5000, 0.4796, 0.4814, 0.7838, 0.0230  1.0 0.0 0.0 1.0 0.0 1.0 
0.2444, 0.2780, 0.4362, 0.9434, 0.0564  1.0 0.0 0.0 1.0 0.0 1.0 
0.5333, 0.5230, 0.4105, 0.7656, 0.0417  1.0 0.0 0.0 1.0 0.0 1.0 
0.6778, 0.6837, 0.2190, 0.7079, 0.0648  1.0 0.0 0.0 1.0 1.0 0.0 
0.5111, 0.5401, 0.3298, 0.7815, 0.0640  1.0 0.0 0.0 1.0 1.0 0.0 
0.4889, 0.5066, 0.3966, 0.8008, 0.0540  1.0 0.0 0.0 1.0 1.0 0.0 
0.6889, 0.6790, 0.2825, 0.6781, 0.0652  1.0 0.0 0.0 1.0 1.0 0.0 
0.4889, 0.5155, 0.3840, 0.7741, 0.0578  1.0 0.0 0.0 1.0 1.0 0.0 
0.6889, 0.6835, 0.2492, 0.7381, 0.0413  1.0 0.0 0.0 1.0 1.0 0.0 
0.5000, 0.5207, 0.3578, 0.7633, 0.0671  1.0 0.0 0.0 1.0 1.0 0.0 
0.6556, 0.6324, 0.3653, 0.7001, 0.0403  1.0 0.0 0.0 1.0 1.0 0.0 
0.7111, 0.7128, 0.2200, 0.6708, 0.0807  1.0 0.0 0.0 1.0 1.0 0.0 
0.1667, 0.1847, 0.0584, 0.8368, 0.0915  1.0 0.0 0.0 1.0 1.0 1.0 
0.1111, 0.0889, 0.0962, 0.8111, 0.0620  1.0 0.0 0.0 1.0 1.0 1.0 
0.1556, 0.1640, 0.0380, 0.7535, 0.0939  1.0 0.0 0.0 1.0 1.0 1.0 
0.0778, 0.1112, 0.0379, 0.7834, 0.1122  1.0 0.0 0.0 1.0 1.0 1.0 
0.1000, 0.1480, 0.1702, 0.8920, 0.0872  1.0 0.0 0.0 1.0 1.0 1.0 
0.1000, 0.1309, 0.2030, 0.9024, 0.0794  1.0 0.0 0.0 1.0 1.0 1.0 
0.0667, 0.1129, 0.1949, 0.9102, 0.0690  1.0 0.0 0.0 1.0 1.0 1.0 
0.1444, 0.1726, 0.1942, 0.8816, 0.0556  1.0 0.0 0.0 1.0 1.0 1.0 
0.1444, 0.1700, 0.1734, 0.8448, 0.0634  1.0 0.0 0.0 1.0 1.0 1.0 
0.4333, 0.4611, 0.3937, 0.7793, 0.0577  1.0 0.0 1.0 0.0 0.0 0.0 
0.7333, 0.7222, 0.1773, 0.7028, 0.0695  1.0 0.0 1.0 0.0 0.0 0.0 
0.7222, 0.7192, 0.1793, 0.7411, 0.0461  1.0 0.0 1.0 0.0 0.0 0.0 
0.4667, 0.5089, 0.3506, 0.8541, 0.0179  1.0 0.0 1.0 0.0 0.0 0.0 
0.7667, 0.7480, 0.1866, 0.6636, 0.0908  1.0 0.0 1.0 0.0 0.0 0.0 
0.4222, 0.4720, 0.3726, 0.8284, 0.0399  1.0 0.0 1.0 0.0 0.0 0.0 
0.7556, 0.7408, 0.2058, 0.6336, 0.0948  1.0 0.0 1.0 0.0 0.0 0.0 
0.3667, 0.4421, 0.3941, 0.8597, 0.0385  1.0 0.0 1.0 0.0 0.0 0.0 
0.7556, 0.7341, 0.2615, 0.5993, 0.1064  1.0 0.0 1.0 0.0 0.0 0.0 
