0.1333, 0.1417, 0.1483, 0.9167, 0.1358  0.0 1.0 0.0 1.0 1.0 0.0 
0.1333, 0.1181, 0.0617, 0.7630, 0.0985  0.0 1.0 0.0 1.0 1.0 0.0 
0.1111, 0.1194, 0.1321, 0.8956, 0.0974  0.0 1.0 0.0 1.0 1.0 0.0 
0.0944, 0.1049, 0.1210, 0.8959, 0.0865  0.0 1.0 0.0 1.0 1.0 0.0 
0.1222, 0.1210, 0.0909, 0.8239, 0.1091  0.0 1.0 0.0 1.0 1.0 0.0 
0.7333, 0.7642, 0.2179, 0.7534, 0.0386  0.0 1.0 0.0 1.0 1.0 1.0 
0.6778, 0.6944, 0.2827, 0.7888, 0.0189  0.0 1.0 0.0 1.0 1.0 1.0 
0.4778, 0.5298, 0.3403, 0.8882, 0.0079  0.0 1.0 0.0 1.0 1.0 1.0 
0.5889, 0.6146, 0.3325, 0.8131, 0.0064  0.0 1.0 0.0 1.0 1.0 1.0 
0.4444, 0.5260, 0.3447, 0.9348, 0.0139  0.0 1.0 0.0 1.0 1.0 1.0 
0.6611, 0.6585, 0.3103, 0.7338, 0.0318  0.0 1.0 0.0 1.0 1.0 1.0 
0.5667, 0.5867, 0.3358, 0.8160, 0.0039  0.0 1.0 0.0 1.0 1.0 1.0 
0.6778, 0.6942, 0.2829, 0.7962, 0.0148  0.0 1.0 0.0 1.0 1.0 1.0 
0.7889, 0.7696, 0.2841, 0.6538, 0.0618  0.0 1.0 0.0 1.0 1.0 1.0 
0.5333, 0.5063, 0.0999, 0.4781, 0.2436  0.0 1.0 1.0 0.0 0.0 0.0 
0.5333, 0.5105, 0.0665, 0.4520, 0.2900  0.0 1.0 1.0 0.0 0.0 0.0 
0.3222, 0.3387, 0.3517, 0.7588, 0.0424  0.0 1.0 1.0 0.0 0.0 0.0 
0.4222, 0.4272, 0.2554, 0.7311, 0.0696  0.0 1.0 1.0 0.0 0.0 0.0 
0.3444, 0.3734, 0.2971, 0.8440, 0.0417  0.0 1.0 1.0 0.0 0.0 0.0 
0.5333, 0.5084, 0.0814, 0.3899, 0.3286  0.0 1.0 1.0 0.0 0.0 0.0 
0.5333, 0.4985, 0.0782, 0.4502, 0.2520  0.0 1.0 1.0 0.0 0.0 0.0 
0.5333, 0.5304, 0.0471, 0.3961, 0.4004  0.0 1.0 1.0 0.0 0.0 0.0 
0.3889, 0.4099, 0.2538, 0.7623, 0.0618  0.0 1.0 1.0 0.0 0.0 0.0 
0.5333, 0.5923, 0.3373, 0.8481, 0.0263  0.0 1.0 1.0 0.0 0.0 1.0 
0.3444, 0.4276, 0.3616, 0.9660, 0.0262  0.0 1.0 1.0 0.0 0.0 1.0 
0.5333, 0.6028, 0.3171, 0.8534, 0.0200  0.0 1.0 1.0 0.0 0.0 1.0 
0.4889, 0.5374, 0.2990, 0.8821, 0.0154  0.0 1.0 1.0 0.0 0.0 1.0 
0.5111, 0.5533, 0.2981, 0.8813, 0.0094  0.0 1.0 1.0 0.0 0.0 1.0 
0.4111, 0.4852, 0.3535, 0.9447, 0.0198  0.0 1.0 1.0 0.0 0.0 1.0 
0.5667, 0.6318, 0.2995, 0.8517, 0.0051  0.0 1.0 1.0 0.0 0.0 1.0 
0.6111, 0.6462, 0.2975, 0.8177, 0.0000  0.0 1.0 1.0 0.0 0.0 1.0 
0.4222, 0.4936, 0.3372, 0.9251, 0.0166  0.0 1.0 1.0 0.0 0.0 1.0 
0.4333, 0.4590, 0.4521, 0.8471, 0.0306  0.0 1.0 1.0 0.0 1.0 0.0 
0.5444, 0.5445, 0.4198, 0.7877, 0.0324  0.0 1.0 1.0 0.0 1.0 0.0 
0.4556, 0.4629, 0.4435, 0.7249, 0.0806  0.0 1.0 1.0 0.0 1.0 0.0 
0.2444, 0.2892, 0.6795, 0.7384, 0.1203  0.0 1.0 1.0 0.0 1.0 0.0 
0.3000, 0.3326, 0.6433, 0.6778, 0.1469  0.0 1.0 1.0 0.0 1.0 0.0 
0.5667, 0.5783, 0.3897, 0.7383, 0.0602  0.0 1.0 1.0 0.0 1.0 0.0 
0.8000, 0.7827, 0.2019, 0.6699, 0.0599  0.0 1.0 1.0 0.0 1.0 0.0 
0.5222, 0.5374, 0.3879, 0.8143, 0.0227  0.0 1.0 1.0 0.0 1.0 0.0 
0.5556, 0.5678, 0.4022, 0.7512, 0.0524  0.0 1.0 1.0 0.0 1.0 0.0 
0.5556, 0.5664, 0.2888, 0.6960, 0.1325  0.0 1.0 1.0 0.0 1.0 1.0 
0.5222, 0.5407, 0.2832, 0.6753, 0.1584  0.0 1.0 1.0 0.0 1.0 1.0 
0.5667, 0.5773, 0.2958, 0.6485, 0.1686  0.0 1.0 1.0 0.0 1.0 1.0 
0.5444, 0.5599, 0.3148, 0.6705, 0.1511  0.0 1.0 1.0 0.0 1.0 1.0 
0.5667, 0.5843, 0.3009, 0.7125, 0.1138  0.0 1.0 1.0 0.0 1.0 1.0 
0.5222, 0.5305, 0.3968, 0.6428, 0.1540  0.0 1.0 1.0 0.0 1.0 1.0 
0.5778, 0.5853, 0.3137, 0.6395, 0.1696  0.0 1.0 1.0 0.0 1.0 1.0 
0.5444, 0.5580, 0.3080, 0.6671, 0.1627  0.0 1.0 1.0 0.0 1.0 1.0 
0.5444, 0.5751, 0.3041, 0.6902, 0.1441  0.0 1.0 1.0 0.0 1.0 1.0 
0.6222, 0.5585, 0.3574, 0.6939, 0.0399  0.0 1.0 1.0 1.0 0.0 0.0 
0.5778, 0.5403, 0.3822, 0.7107, 0.0434  0.0 1.0 1.0 1.0 0.0 0.0 
0.6667, 0.5985, 0.3464, 0.6875, 0.0355  0.0 1.0 1.0 1.0 0.0 0.0 
0.6333, 0.5835, 0.2656, 0.6864, 0.0606  0.0 1.0 1.0 1.0 0.0 0.0 
0.5667, 0.5347, 0.3750, 0.7223, 0.0387  0.0 1.0 1.0 1.0 0.0 0.0 
0.6222, 0.5596, 0.3609, 0.6925, 0.0417  0.0 1.0 1.0 1.0 0.0 0.0 
0.5333, 0.5027, 0.4269, 0.7429, 0.0317  0.0 1.0 1.0 1.0 0.0 0.0 
0.6111, 0.5676, 0.3605, 0.7033, 0.0386  0.0 1.0 1.0 1.0 0.0 0.0 
0.5000, 0.4824, 0.4603, 0.7418, 0.0300  0.0 1.0 1.0 1.0 0.0 0.0 
0.1556, 0.1903, 0.1461, 0.8607, 0.1102  0.0 1.0 1.0 1.0 0.0 1.0 
0.1444, 0.1647, 0.2022, 0.8029, 0.1163  0.0 1.0 1.0 1.0 0.0 1.0 
0.1667, 0.2148, 0.1159, 0.9098, 0.1099  0.0 1.0 1.0 1.0 0.0 1.0 
0.4111, 0.4241, 0.1770, 0.6910, 0.1215  0.0 1.0 1.0 1.0 0.0 1.0 
0.5222, 0.5283, 0.1194, 0.6700, 0.1086  0.0 1.0 1.0 1.0 0.0 1.0 
0.4667, 0.4958, 0.1353, 0.6305, 0.1728  0.0 1.0 1.0 1.0 0.0 1.0 
0.4222, 0.4614, 0.1432, 0.7006, 0.1419  0.0 1.0 1.0 1.0 0.0 1.0 
